ID,Date,Value,Category,Score,Status,Quantity,Price,Region,Priority
4397,2035-01-14,1691,B,74.42,Closed,609,571.76,South,Low
4398,2035-01-15,1931,D,85.97,Closed,780,314.32,Central,High
4399,2035-01-16,8910,A,21.47,Pending,638,888.28,North,High
4400,2035-01-17,7382,B,40.48,Active,34,537.95,Central,High
4401,2035-01-18,4406,A,98.16,Active,795,592.01,North,Medium
4402,2035-01-19,9339,D,15.8,Pending,406,946.17,East,Medium
4403,2035-01-20,2032,D,67.15,Pending,18,766.53,West,Medium
4404,2035-01-21,2311,C,23.72,Pending,430,443.89,West,High
4405,2035-01-22,9579,B,50.02,Closed,428,482.11,West,Medium
4406,2035-01-23,4121,A,80.05,Closed,914,651.44,North,Low
4407,2035-01-24,2873,C,48.86,Active,293,208.2,West,Medium
4408,2035-01-25,7781,D,80.55,Active,903,97.76,West,Low
4409,2035-01-26,4748,D,42.63,Closed,580,318.12,Central,Medium
4410,2035-01-27,1277,C,99.94,Closed,749,780.6,West,Low
4411,2035-01-28,2859,A,43.58,Pending,80,264.75,North,High
4412,2035-01-29,6929,D,14.94,Closed,86,139.45,Central,Medium
4413,2035-01-30,7792,D,40.19,Active,572,226.83,North,Low
4414,2035-01-31,5713,B,74.26,Active,48,682.18,South,High
4415,2035-02-01,5675,C,84.79,Pending,691,617.81,West,Low
4416,2035-02-02,2170,D,46.01,Pending,868,691.43,North,Medium
4417,2035-02-03,9681,A,59.45,Active,84,328.74,North,Medium
4418,2035-02-04,6308,B,84.49,Closed,607,901.85,Central,Medium
4419,2035-02-05,3462,C,81.35,Closed,308,457.25,South,High
4420,2035-02-06,1287,A,65.77,Active,252,518.58,South,Medium
4421,2035-02-07,6953,D,81.5,Closed,481,949.32,West,High
4422,2035-02-08,5282,C,57.59,Closed,845,979.48,East,High
4423,2035-02-09,2907,C,0.46,Active,180,664.93,East,Medium
4424,2035-02-10,2161,A,4.13,Active,596,945.37,Central,Medium
4425,2035-02-11,1129,C,97.98,Pending,310,546.09,West,Medium
4426,2035-02-12,7337,A,14.5,Active,937,314.21,Central,Medium
4427,2035-02-13,3363,D,40.45,Pending,426,321.94,West,Low
4428,2035-02-14,9151,B,93.38,Pending,486,563.35,South,Low
4429,2035-02-15,6983,A,19.5,Closed,662,608.99,East,Low
4430,2035-02-16,1143,B,84.38,Active,39,445.22,North,High
4431,2035-02-17,9207,C,81.83,Closed,279,884.93,East,High
4432,2035-02-18,8469,A,98.63,Active,816,432.43,West,Low
4433,2035-02-19,1244,D,28.17,Active,625,280.69,East,Medium
4434,2035-02-20,1926,A,31.53,Closed,376,17.9,North,High
4435,2035-02-21,4178,A,90.29,Pending,929,970.86,South,High
4436,2035-02-22,3176,A,23.41,Active,639,826.07,South,High
4437,2035-02-23,6002,B,54.79,Pending,41,619.4,West,High
4438,2035-02-24,1886,B,70.73,Closed,670,832.24,East,Low
4439,2035-02-25,9532,C,27.19,Closed,718,812.19,West,Low
4440,2035-02-26,4398,C,93.84,Active,47,932.53,East,High
4441,2035-02-27,9497,C,66.57,Closed,484,392.21,Central,Medium
4442,2035-02-28,3654,C,4.71,Active,185,559.3,West,Low
4443,2035-03-01,8392,A,13.57,Active,72,107.64,East,High
4444,2035-03-02,2371,B,19.08,Active,569,965.66,Central,Low
4445,2035-03-03,8135,B,24.5,Active,751,985.28,West,High
4446,2035-03-04,1320,B,73.07,Active,574,791.19,South,Medium
4447,2035-03-05,5654,B,8.89,Closed,342,459.58,Central,High
4448,2035-03-06,6300,C,35.06,Active,569,501.6,West,High
4449,2035-03-07,7761,A,91.14,Pending,964,441.01,North,High
4450,2035-03-08,7854,B,55.67,Active,243,300.38,South,Medium
4451,2035-03-09,6505,D,26.55,Active,995,532.51,Central,High
4452,2035-03-10,7553,A,95.71,Active,328,62.91,East,High
4453,2035-03-11,5042,D,24.43,Closed,994,991.97,North,Low
4454,2035-03-12,8498,A,90.51,Pending,636,429.81,East,High
4455,2035-03-13,7636,A,72.58,Pending,982,928.09,North,Low
4456,2035-03-14,8362,A,74.05,Pending,153,727.03,West,High
4457,2035-03-15,1011,D,76.49,Closed,255,297.04,West,Medium
4458,2035-03-16,1194,B,50.66,Closed,729,229.83,East,Medium
4459,2035-03-17,3537,B,81.46,Active,424,995.72,East,Medium
4460,2035-03-18,3842,D,83.62,Closed,232,774.41,East,High
4461,2035-03-19,3229,B,36.05,Pending,529,257.16,Central,Medium
4462,2035-03-20,4009,C,40.03,Pending,592,76.77,South,Medium
4463,2035-03-21,8984,B,88.88,Closed,496,699.95,East,High
4464,2035-03-22,3077,C,52.47,Closed,176,309.99,West,Low
4465,2035-03-23,8845,C,86.69,Pending,551,229.12,West,High
4466,2035-03-24,4867,C,62.68,Pending,143,737.59,East,High
4467,2035-03-25,5873,D,59.36,Pending,17,682.47,East,Low
4468,2035-03-26,9635,B,3.1,Pending,249,486.6,West,Medium
4469,2035-03-27,1297,B,27.79,Pending,35,943.23,Central,High
4470,2035-03-28,6856,D,50.21,Closed,801,682.84,North,Low
4471,2035-03-29,2015,D,58.73,Closed,999,894.49,West,Low
4472,2035-03-30,2384,B,63.04,Active,146,198.65,North,Medium
4473,2035-03-31,9745,D,71.62,Active,926,303.68,East,High
4474,2035-04-01,3350,D,65.62,Active,727,113.47,South,Low
4475,2035-04-02,2269,C,84.86,Closed,165,311.53,East,High
4476,2035-04-03,2260,D,29.55,Active,111,972.06,East,High
4477,2035-04-04,8701,C,64.16,Active,647,963.23,East,Medium
4478,2035-04-05,9376,A,5.12,Closed,74,762.78,West,High
4479,2035-04-06,5563,C,48.02,Pending,976,525.84,West,Medium
4480,2035-04-07,7897,C,26.8,Closed,668,782.97,South,Low
4481,2035-04-08,6672,D,38.09,Closed,727,557.95,North,Medium
4482,2035-04-09,6593,B,35.47,Pending,354,13.47,North,Medium
4483,2035-04-10,7155,A,6.04,Active,274,506.53,North,Low
4484,2035-04-11,6543,A,46.66,Closed,943,602.93,East,Medium
4485,2035-04-12,8240,A,99.46,Closed,279,273.09,South,Medium
4486,2035-04-13,5683,B,29.89,Pending,660,211.26,East,Low
4487,2035-04-14,2881,A,73.61,Closed,31,281.07,South,Medium
4488,2035-04-15,9713,A,54.78,Active,526,627.39,Central,High
4489,2035-04-16,4809,B,32.52,Pending,535,154.6,West,Medium
4490,2035-04-17,6807,A,8.96,Closed,510,723.13,East,Medium
4491,2035-04-18,5883,D,21.59,Active,514,428.45,Central,High
4492,2035-04-19,8206,D,78.19,Active,925,359.81,North,Medium
4493,2035-04-20,5155,C,27.9,Closed,178,809.16,Central,Low
4494,2035-04-21,5673,C,14.43,Active,329,511.0,West,Low
4495,2035-04-22,2409,C,33.13,Pending,571,384.62,West,High
4496,2035-04-23,6197,D,58.4,Active,801,879.37,West,Low
4497,2035-04-24,8452,D,70.35,Pending,688,374.57,Central,Medium
4498,2035-04-25,9718,D,38.74,Pending,172,860.41,North,Low
4499,2035-04-26,3172,C,49.81,Pending,396,509.16,East,Medium
4500,2035-04-27,1279,C,45.49,Closed,595,215.93,North,Medium
4501,2035-04-28,4977,C,0.9,Active,938,616.69,South,Medium
4502,2035-04-29,3669,C,39.56,Closed,980,292.47,South,Medium
4503,2035-04-30,8825,C,58.73,Closed,997,155.68,East,Medium
4504,2035-05-01,4981,C,56.99,Pending,735,95.66,West,Low
4505,2035-05-02,5769,D,74.98,Closed,35,249.28,East,Medium
4506,2035-05-03,6247,B,67.04,Active,297,739.19,Central,High
4507,2035-05-04,5427,B,27.68,Closed,469,839.62,West,High
4508,2035-05-05,7135,C,25.56,Closed,951,863.1,East,High
4509,2035-05-06,6573,B,46.41,Pending,495,277.45,East,Low
4510,2035-05-07,5131,B,73.3,Pending,622,664.36,Central,High
4511,2035-05-08,8189,D,9.38,Closed,235,238.05,Central,Medium
4512,2035-05-09,5535,C,94.83,Pending,909,626.53,North,Low
4513,2035-05-10,3776,C,54.32,Closed,39,888.34,South,Low
4514,2035-05-11,8697,B,30.64,Active,219,50.48,East,Medium
4515,2035-05-12,9386,C,69.34,Active,217,985.37,North,High
4516,2035-05-13,1662,C,4.47,Pending,706,828.82,West,Medium
4517,2035-05-14,9671,C,48.44,Active,675,764.05,West,High
4518,2035-05-15,9044,C,48.6,Active,628,694.45,South,High
4519,2035-05-16,5218,B,16.2,Closed,840,772.57,West,High
4520,2035-05-17,6060,A,83.74,Pending,673,994.65,South,High
4521,2035-05-18,6874,B,79.68,Active,601,772.49,West,High
4522,2035-05-19,6581,D,15.27,Pending,981,358.08,West,Medium
4523,2035-05-20,3014,A,36.38,Pending,420,617.78,East,Low
4524,2035-05-21,4789,A,10.04,Pending,653,343.55,Central,Low
4525,2035-05-22,8148,A,84.86,Active,824,970.36,East,Low
4526,2035-05-23,8766,B,32.33,Pending,174,901.14,North,Medium
4527,2035-05-24,3364,D,43.93,Pending,713,571.94,Central,Medium
4528,2035-05-25,4629,B,32.39,Closed,867,783.46,East,Low
4529,2035-05-26,6919,D,31.0,Closed,814,910.59,Central,High
4530,2035-05-27,6675,B,74.73,Closed,868,251.16,Central,Low
4531,2035-05-28,9872,B,74.76,Closed,113,583.69,Central,Low
4532,2035-05-29,7638,B,51.78,Pending,879,486.9,West,High
4533,2035-05-30,5651,A,65.76,Closed,940,773.88,Central,High
4534,2035-05-31,1609,B,51.17,Closed,174,385.29,West,High
4535,2035-06-01,8940,D,2.86,Active,74,711.89,Central,Medium
4536,2035-06-02,4866,D,6.6,Closed,837,408.96,West,High
4537,2035-06-03,1371,D,38.37,Closed,799,119.96,Central,Low
4538,2035-06-04,7998,A,74.97,Active,637,116.05,North,Low
4539,2035-06-05,1615,B,91.32,Pending,536,127.87,East,Low
4540,2035-06-06,7911,B,2.97,Pending,32,42.19,Central,Low
4541,2035-06-07,7010,C,36.8,Active,254,537.64,North,High
4542,2035-06-08,3253,A,22.38,Active,497,675.18,East,Medium
4543,2035-06-09,5942,D,81.52,Pending,113,135.46,South,Low
4544,2035-06-10,1864,D,84.6,Closed,195,615.74,Central,High
4545,2035-06-11,2268,B,20.64,Active,528,601.76,South,High
4546,2035-06-12,8454,D,71.08,Active,441,155.62,East,Medium
4547,2035-06-13,9976,B,73.18,Active,489,410.04,East,Medium
4548,2035-06-14,5571,B,17.71,Pending,497,757.58,Central,High
4549,2035-06-15,6229,C,43.37,Pending,724,26.59,North,Low
4550,2035-06-16,3237,A,62.03,Pending,620,155.48,Central,Low
4551,2035-06-17,5054,B,2.61,Pending,24,995.87,North,Medium
4552,2035-06-18,1935,B,40.46,Pending,290,736.21,Central,High
4553,2035-06-19,7394,B,15.5,Closed,896,469.49,North,Low
4554,2035-06-20,8891,C,54.19,Closed,308,633.5,West,High
4555,2035-06-21,1325,B,84.29,Pending,304,847.76,North,High
4556,2035-06-22,8774,A,52.48,Pending,855,843.88,North,Low
4557,2035-06-23,4861,A,3.6,Pending,631,331.45,East,Low
4558,2035-06-24,2985,D,2.97,Active,693,496.38,South,Low
4559,2035-06-25,5932,A,60.55,Active,951,641.67,Central,Medium
4560,2035-06-26,5603,D,32.8,Pending,38,81.18,East,Medium
4561,2035-06-27,3778,A,57.27,Pending,386,946.34,South,High
4562,2035-06-28,9832,D,16.36,Active,745,438.41,East,Low
4563,2035-06-29,8754,B,77.69,Active,581,377.15,East,Low
4564,2035-06-30,5078,C,86.07,Active,82,908.03,Central,High
4565,2035-07-01,2367,C,88.92,Active,118,127.1,West,Low
4566,2035-07-02,5042,C,30.41,Active,821,48.87,East,Low
4567,2035-07-03,3575,B,66.07,Pending,50,688.15,Central,Low
4568,2035-07-04,7754,C,27.9,Pending,669,391.15,North,Medium
4569,2035-07-05,2581,A,76.28,Active,74,766.83,South,High
4570,2035-07-06,2986,D,12.05,Pending,695,77.86,Central,Low
4571,2035-07-07,3240,B,76.28,Active,106,389.92,West,Medium
4572,2035-07-08,4966,C,43.97,Active,701,242.97,Central,Medium
4573,2035-07-09,8604,A,85.55,Active,818,742.21,Central,High
4574,2035-07-10,9320,A,73.89,Pending,784,234.9,North,Low
4575,2035-07-11,6968,B,37.65,Pending,599,463.37,South,Medium
4576,2035-07-12,8493,B,90.35,Pending,862,820.69,South,Medium
4577,2035-07-13,5103,C,28.33,Pending,326,916.24,West,High
4578,2035-07-14,3076,D,96.7,Closed,684,725.38,South,Medium
4579,2035-07-15,6231,C,76.72,Active,764,434.94,North,Low
4580,2035-07-16,3994,C,99.07,Active,356,576.27,West,Medium
4581,2035-07-17,4744,B,5.39,Pending,468,692.79,North,Medium
4582,2035-07-18,6594,C,27.4,Pending,656,876.18,North,Low
4583,2035-07-19,8531,C,74.13,Closed,284,889.69,Central,Medium
4584,2035-07-20,8371,D,92.22,Active,185,931.66,Central,High
4585,2035-07-21,2644,A,2.88,Active,154,812.6,Central,Medium
4586,2035-07-22,4144,A,0.0,Pending,854,155.33,East,High
4587,2035-07-23,1242,D,25.62,Pending,118,750.16,North,High
4588,2035-07-24,5085,A,85.28,Closed,267,816.45,South,Low
4589,2035-07-25,8954,C,76.72,Active,385,879.09,West,High
4590,2035-07-26,8269,D,34.03,Closed,837,925.57,East,Medium
4591,2035-07-27,8130,D,0.2,Active,255,514.07,Central,Low
4592,2035-07-28,7828,B,55.47,Pending,241,658.54,East,High
4593,2035-07-29,9362,A,23.8,Closed,171,19.46,East,High
4594,2035-07-30,9844,B,74.56,Pending,942,577.06,North,High
4595,2035-07-31,7331,C,44.63,Active,617,478.47,North,Medium
4596,2035-08-01,4512,D,67.86,Active,548,962.68,South,Medium
4597,2035-08-02,2499,C,85.23,Closed,578,902.69,West,High
4598,2035-08-03,3158,A,53.58,Pending,185,799.63,West,Low
4599,2035-08-04,6162,B,33.6,Active,902,66.42,Central,Medium
4600,2035-08-05,5039,A,76.95,Active,702,408.01,South,Low
4601,2035-08-06,3035,C,26.52,Closed,667,699.08,West,Medium
4602,2035-08-07,8977,B,89.15,Closed,893,39.36,East,Low
4603,2035-08-08,1857,A,7.14,Pending,410,243.46,East,Low
4604,2035-08-09,4823,C,83.55,Closed,739,888.63,West,High
4605,2035-08-10,7770,A,9.16,Active,653,138.48,East,High
4606,2035-08-11,1298,D,5.61,Pending,588,60.86,East,High
4607,2035-08-12,8244,B,36.33,Pending,146,584.78,Central,High
4608,2035-08-13,1923,B,95.65,Pending,38,947.0,East,Low
4609,2035-08-14,5232,B,98.35,Active,490,836.28,West,High
4610,2035-08-15,5306,D,20.21,Closed,262,975.02,North,Medium
4611,2035-08-16,3799,B,14.86,Pending,126,755.99,East,High
4612,2035-08-17,7578,D,35.3,Active,604,443.0,West,High
4613,2035-08-18,5875,B,33.71,Closed,796,947.15,East,Medium
4614,2035-08-19,6326,A,75.96,Pending,345,432.37,South,High
4615,2035-08-20,7582,A,44.4,Closed,261,356.59,Central,High
4616,2035-08-21,2802,A,77.99,Closed,443,453.71,North,High
4617,2035-08-22,3657,A,74.87,Closed,975,815.83,East,Medium
4618,2035-08-23,4346,D,57.83,Active,879,918.52,West,Medium
4619,2035-08-24,3949,C,83.35,Pending,108,364.11,North,High
4620,2035-08-25,1941,C,19.56,Pending,969,467.62,East,Medium
4621,2035-08-26,2907,A,16.18,Pending,557,899.34,South,Low
4622,2035-08-27,5837,C,75.07,Active,880,56.57,West,Medium
4623,2035-08-28,9105,C,24.48,Closed,437,786.03,Central,High
4624,2035-08-29,2243,B,0.28,Active,514,459.68,East,Medium
4625,2035-08-30,6696,D,91.2,Pending,945,382.75,West,High
4626,2035-08-31,2466,A,62.29,Closed,713,452.45,East,Low
4627,2035-09-01,4957,C,44.49,Active,90,424.5,Central,Low
4628,2035-09-02,2966,C,72.57,Active,215,759.05,South,High
4629,2035-09-03,1375,A,33.33,Active,627,928.67,Central,Medium
4630,2035-09-04,1262,B,95.37,Active,319,496.54,Central,Low
4631,2035-09-05,5362,A,6.86,Closed,604,834.41,Central,High
4632,2035-09-06,7502,B,64.09,Active,838,734.63,North,High
4633,2035-09-07,8833,C,77.73,Closed,698,337.37,West,Low
4634,2035-09-08,2893,D,46.91,Active,772,591.44,East,High
4635,2035-09-09,9106,B,75.5,Pending,670,670.15,South,Low
4636,2035-09-10,2652,B,92.69,Active,57,33.26,East,Low
4637,2035-09-11,6540,A,74.4,Active,559,402.0,North,Medium
4638,2035-09-12,4892,C,30.94,Pending,402,992.71,South,High
4639,2035-09-13,1599,D,56.18,Closed,222,640.88,North,Low
4640,2035-09-14,5815,A,91.16,Active,475,340.9,East,Low
4641,2035-09-15,2912,A,44.91,Active,108,257.52,South,Medium
4642,2035-09-16,9792,D,68.17,Pending,863,217.39,East,Low
4643,2035-09-17,9572,C,46.55,Closed,812,407.62,West,Medium
4644,2035-09-18,5213,D,12.13,Pending,180,201.33,North,Low
4645,2035-09-19,4637,A,5.86,Active,177,143.83,West,High
4646,2035-09-20,6599,A,95.23,Closed,487,370.42,West,High
4647,2035-09-21,7448,B,61.25,Active,414,610.93,East,High
4648,2035-09-22,9557,D,10.38,Pending,692,154.94,East,Medium
4649,2035-09-23,8382,D,85.74,Active,37,53.9,Central,High
4650,2035-09-24,9982,D,52.27,Pending,575,44.29,Central,Medium
4651,2035-09-25,4569,A,77.19,Pending,268,274.71,South,Medium
4652,2035-09-26,8707,C,12.68,Closed,785,198.23,East,Medium
4653,2035-09-27,1746,A,90.69,Pending,802,543.86,North,Low
4654,2035-09-28,9504,B,59.05,Closed,924,461.16,East,Medium
4655,2035-09-29,5633,A,73.83,Closed,388,331.52,East,Low
4656,2035-09-30,1920,A,3.14,Closed,354,835.21,West,Medium
4657,2035-10-01,8008,A,31.53,Closed,814,509.9,West,Medium
4658,2035-10-02,3381,B,26.74,Closed,270,100.61,Central,Low
4659,2035-10-03,4618,D,94.96,Pending,269,302.81,South,Low
4660,2035-10-04,9989,C,18.53,Pending,442,973.61,South,High
4661,2035-10-05,5443,C,70.71,Closed,305,977.21,East,High
4662,2035-10-06,1272,B,4.28,Pending,246,262.12,North,Low
4663,2035-10-07,2773,D,19.77,Closed,178,175.56,West,High
4664,2035-10-08,3547,D,33.86,Pending,67,500.73,North,Low
4665,2035-10-09,4164,B,79.45,Closed,277,486.65,West,Low
4666,2035-10-10,5780,A,79.0,Active,208,416.04,East,High
4667,2035-10-11,1946,D,95.26,Active,307,534.06,South,Low
4668,2035-10-12,1506,C,91.68,Closed,550,239.87,East,Low
4669,2035-10-13,7719,B,8.15,Pending,631,123.78,West,High
4670,2035-10-14,9435,C,82.99,Closed,538,574.76,South,Medium
4671,2035-10-15,9697,A,45.12,Pending,518,933.27,North,Medium
4672,2035-10-16,7360,B,86.59,Closed,274,146.37,North,Low
4673,2035-10-17,8657,C,8.93,Closed,233,707.77,Central,High
4674,2035-10-18,4590,C,82.28,Pending,114,443.52,North,High
4675,2035-10-19,2192,A,15.96,Pending,134,301.04,Central,Medium
4676,2035-10-20,2464,B,33.38,Closed,425,854.58,South,Low
4677,2035-10-21,1390,D,2.88,Active,825,461.93,East,Medium
4678,2035-10-22,6615,D,12.37,Active,690,587.48,East,Medium
4679,2035-10-23,7106,C,44.57,Active,25,448.63,South,Low
4680,2035-10-24,9864,A,81.83,Active,560,90.44,South,Low
4681,2035-10-25,3560,C,77.37,Active,280,598.96,West,Low
4682,2035-10-26,6867,A,23.53,Pending,926,424.65,North,Low
4683,2035-10-27,2211,D,15.17,Active,343,95.89,North,Low
4684,2035-10-28,2539,C,38.93,Pending,813,599.85,North,Low
4685,2035-10-29,1643,C,88.33,Active,811,19.77,Central,Low
4686,2035-10-30,9693,A,9.14,Pending,72,216.44,North,High
4687,2035-10-31,9921,B,54.29,Active,952,783.26,West,High
4688,2035-11-01,2283,A,8.88,Active,201,47.55,East,Medium
4689,2035-11-02,8680,B,47.02,Pending,326,650.22,East,Medium
4690,2035-11-03,8345,D,12.68,Pending,33,950.21,Central,High
4691,2035-11-04,5386,C,8.03,Closed,97,179.48,West,High
4692,2035-11-05,1919,C,19.08,Active,557,422.94,South,Low
4693,2035-11-06,3339,A,25.53,Active,263,579.74,East,Medium
4694,2035-11-07,9947,A,27.63,Pending,874,455.91,West,High
4695,2035-11-08,6930,D,64.53,Pending,914,624.17,South,Low
4696,2035-11-09,6402,D,5.5,Active,70,410.06,Central,High
4697,2035-11-10,6663,B,8.08,Active,813,157.02,North,Medium
4698,2035-11-11,6275,D,18.87,Pending,293,98.15,West,High
4699,2035-11-12,1507,D,87.21,Pending,917,747.0,East,High
4700,2035-11-13,2436,D,62.86,Active,730,246.24,Central,Medium
4701,2035-11-14,9750,D,73.04,Pending,207,848.98,West,High
4702,2035-11-15,8354,B,37.04,Pending,172,745.6,Central,Medium
4703,2035-11-16,5516,D,21.32,Active,758,58.96,South,Low
4704,2035-11-17,4622,B,3.8,Closed,926,209.2,West,Low
4705,2035-11-18,5399,A,48.85,Pending,395,299.07,North,High
4706,2035-11-19,6037,C,57.43,Closed,256,598.54,South,Low
4707,2035-11-20,9111,A,89.7,Pending,264,811.73,North,Medium
4708,2035-11-21,4715,D,88.21,Closed,901,69.73,Central,Medium
4709,2035-11-22,8837,C,42.47,Pending,264,257.11,North,High
4710,2035-11-23,2301,D,42.36,Closed,517,382.45,South,Low
4711,2035-11-24,8370,D,16.11,Closed,10,191.54,South,Medium
4712,2035-11-25,6185,A,25.74,Pending,271,549.84,South,Medium
4713,2035-11-26,3155,D,92.57,Closed,742,483.22,Central,High
4714,2035-11-27,7411,A,14.1,Active,312,323.33,East,Low
4715,2035-11-28,7365,D,96.87,Active,370,521.72,Central,Medium
4716,2035-11-29,1692,B,50.47,Active,567,362.26,South,High
4717,2035-11-30,2478,C,45.66,Closed,899,349.76,Central,High
4718,2035-12-01,7396,A,17.46,Pending,553,272.74,West,Medium
4719,2035-12-02,9448,A,66.15,Closed,650,545.03,West,Medium
4720,2035-12-03,1441,C,45.98,Pending,391,449.67,East,High
4721,2035-12-04,3646,A,37.07,Closed,959,204.36,Central,Low
4722,2035-12-05,6209,C,26.45,Pending,115,22.84,Central,High
4723,2035-12-06,7533,B,6.65,Closed,575,159.42,West,Low
4724,2035-12-07,5677,D,51.93,Closed,344,52.41,South,Medium
4725,2035-12-08,8211,B,31.29,Active,410,437.28,North,Medium
4726,2035-12-09,3645,D,70.79,Closed,546,232.85,South,Medium
4727,2035-12-10,9210,C,72.35,Active,378,426.25,East,High
4728,2035-12-11,8933,B,33.21,Pending,764,336.16,North,Low
4729,2035-12-12,6476,D,66.91,Pending,456,542.63,South,High
4730,2035-12-13,8928,C,25.87,Active,423,726.63,Central,High
4731,2035-12-14,3080,D,72.72,Closed,444,484.52,Central,High
4732,2035-12-15,7089,A,1.61,Pending,197,71.35,West,Low
4733,2035-12-16,8396,A,15.16,Closed,868,27.34,Central,Low
4734,2035-12-17,8797,C,24.5,Closed,363,221.1,Central,Medium
4735,2035-12-18,1861,D,77.29,Closed,410,430.72,East,High
4736,2035-12-19,9346,A,6.64,Pending,764,54.46,North,Low
4737,2035-12-20,4494,B,18.81,Pending,574,334.46,South,High
4738,2035-12-21,1904,D,35.86,Closed,394,888.16,South,Medium
4739,2035-12-22,2269,D,0.92,Active,737,99.12,East,Medium
4740,2035-12-23,1404,A,76.21,Active,509,949.03,North,High
4741,2035-12-24,2184,A,56.01,Active,868,858.11,Central,Medium
4742,2035-12-25,9938,C,90.07,Closed,566,833.46,East,Low
4743,2035-12-26,2725,D,3.1,Active,671,865.02,Central,Low
4744,2035-12-27,9462,B,27.14,Pending,294,89.25,South,Low
4745,2035-12-28,6811,A,73.13,Active,882,159.66,East,Low
4746,2035-12-29,6606,D,67.51,Active,25,143.03,East,Medium
4747,2035-12-30,4956,A,24.31,Closed,237,120.13,East,Low
4748,2035-12-31,1171,C,59.57,Pending,461,334.43,South,Medium
4749,2036-01-01,9465,D,79.38,Pending,321,831.91,South,Medium
4750,2036-01-02,3306,D,3.34,Active,100,259.44,West,High
4751,2036-01-03,1421,C,71.76,Closed,740,251.78,South,Medium
4752,2036-01-04,6540,B,25.21,Closed,690,679.13,South,High
4753,2036-01-05,5675,A,94.79,Active,408,105.96,Central,Medium
4754,2036-01-06,7748,C,53.82,Pending,155,366.68,South,Low
4755,2036-01-07,7103,D,3.34,Pending,978,302.47,North,High
4756,2036-01-08,2473,C,40.34,Pending,434,848.83,Central,Medium
4757,2036-01-09,4243,D,96.63,Closed,751,519.36,West,Medium
4758,2036-01-10,3181,C,73.04,Active,434,650.01,North,High
4759,2036-01-11,4096,B,30.05,Closed,143,137.74,West,High
4760,2036-01-12,7646,D,57.53,Pending,529,929.63,East,Low
4761,2036-01-13,6882,C,59.91,Closed,285,329.23,East,Low
4762,2036-01-14,6982,B,2.33,Pending,5,709.77,East,Medium
4763,2036-01-15,6798,B,17.88,Active,523,955.08,South,Medium
4764,2036-01-16,9415,A,55.18,Pending,720,513.56,South,Medium
4765,2036-01-17,9411,D,40.28,Active,436,512.46,Central,Medium
4766,2036-01-18,9456,A,19.0,Closed,418,126.08,North,High
4767,2036-01-19,5524,B,77.27,Closed,81,396.37,North,High
4768,2036-01-20,7559,A,48.9,Closed,545,853.94,East,Medium
4769,2036-01-21,8620,A,31.0,Pending,817,143.76,East,Medium
4770,2036-01-22,3774,C,16.17,Active,377,918.33,South,Low
4771,2036-01-23,6673,A,61.12,Closed,159,670.64,West,Medium
4772,2036-01-24,4124,B,66.63,Closed,786,426.75,North,Low
4773,2036-01-25,9671,A,66.96,Active,627,551.03,North,Low
4774,2036-01-26,2353,D,22.03,Pending,217,158.99,West,Medium
4775,2036-01-27,4854,C,59.53,Closed,773,225.31,North,High
4776,2036-01-28,9134,B,90.54,Pending,670,293.54,North,Low
4777,2036-01-29,1924,A,35.32,Pending,45,391.0,South,Low
4778,2036-01-30,3170,D,21.08,Pending,632,916.37,North,Medium
4779,2036-01-31,6506,B,77.21,Closed,215,373.89,East,High
4780,2036-02-01,3395,A,17.69,Closed,511,528.6,East,Low
4781,2036-02-02,9220,C,25.37,Active,128,170.41,Central,Medium
4782,2036-02-03,9226,A,10.06,Active,254,738.61,South,High
4783,2036-02-04,6515,B,26.79,Pending,550,564.68,South,High
4784,2036-02-05,3670,B,41.03,Closed,877,445.51,East,High
4785,2036-02-06,4365,B,6.42,Pending,722,947.71,South,Low
4786,2036-02-07,1588,D,87.17,Active,352,891.74,South,High
4787,2036-02-08,4138,A,51.37,Pending,606,662.92,Central,Low
4788,2036-02-09,7663,A,58.81,Pending,541,922.59,West,Medium
4789,2036-02-10,5086,A,37.13,Closed,164,569.13,North,High
4790,2036-02-11,9531,C,66.98,Pending,649,828.67,Central,Low
4791,2036-02-12,5270,D,43.18,Pending,535,415.37,West,High
4792,2036-02-13,7019,D,76.13,Closed,131,95.88,North,Low
4793,2036-02-14,1556,C,82.14,Closed,598,994.21,East,Medium
4794,2036-02-15,9022,D,67.18,Active,696,173.98,West,Low
4795,2036-02-16,6452,C,49.13,Closed,504,258.99,North,Medium
4796,2036-02-17,4567,B,78.23,Pending,424,171.47,Central,High
4797,2036-02-18,4899,B,49.43,Active,749,344.1,North,Low
4798,2036-02-19,7477,D,11.15,Active,184,296.39,South,Medium
4799,2036-02-20,8500,B,11.63,Active,826,605.09,North,High
4800,2036-02-21,2016,B,94.86,Active,671,996.5,East,Medium
4801,2036-02-22,7470,B,21.36,Pending,982,61.98,Central,High
4802,2036-02-23,3062,A,81.59,Pending,523,780.66,West,Medium
4803,2036-02-24,5321,B,24.67,Pending,554,136.71,North,Low
4804,2036-02-25,4496,A,43.08,Pending,235,29.64,Central,Medium
4805,2036-02-26,2813,C,65.49,Active,131,642.19,East,High
4806,2036-02-27,7256,C,15.89,Pending,697,874.58,West,Medium
4807,2036-02-28,3313,C,73.72,Active,14,184.54,North,Medium
4808,2036-02-29,2231,C,68.99,Closed,814,348.2,East,Low
